id,filename,status,processed_at,processing_time_seconds,nome_produto,nome_produto_confidence,fabricante,fabricante_confidence,numero_onu,numero_onu_confidence,numero_onu_status,numero_onu_message,numero_cas,numero_cas_confidence,numero_cas_status,numero_cas_message,classificacao_onu,classificacao_onu_confidence,classificacao_onu_status,classificacao_onu_message,grupo_embalagem,grupo_embalagem_confidence,incompatibilidades,incompatibilidades_confidence
245,64835 GRAXA MOBILGREASE XHP 222 FDS.PDF,success,2025-11-19 14:50:43.914810,18.297500687000134,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,2025,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,6.1,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,I,0.0,,
244,64287 SHELL GADUS S2 V220 2 FDS.PDF,success,2025-11-19 14:50:40.864250,20.188467232997937,Shell Gadus S2 V220 2,0.88,BLUEWAY TRADING IMPORTAÇÃO E EXPORTAÇÃO S.A.,0.8,0022,0.85,warning,,85736-59-0,0.8,warning,,,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,,
242,63369_HONDA 10W-30 FDS.pdf,success,2025-11-19 14:50:38.546986,21.201341492997017,HONDA 10W-30 SL MA SEMI SYNTHETIC,0.75,IDEMITSU LUBE SOUTH AMERICA LTDA,0.8,1978,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,2.1,0.7,warning,,,0.0,,
239,62914 - ADJUVANTE ATUMUS.pdf,success,2025-11-19 14:50:36.248741,24.320017738002207,Atumus Tander Gold Star.,0.88,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,,
243,63572 LUBRAX_HYDRA_XP_32 FDS.pdf,success,2025-11-19 14:50:34.778166,15.820651003999956,Mistura,0.75,Vibra Energia S.A.,0.72,2024,0.85,warning,,128-39-2,0.8,warning,,6.1,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,I,0.0,,
236,61745 ROUNDUP TRANSORB R FDS.pdf,success,2025-11-19 14:50:33.750716,26.064071486998728,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,3082,0.95,valid,,0901-12-1,0.8,warning,,9,0.7,warning,,III,0.8,,
240,63194 - FERTILIZANTE MINERAL MISTO PESO+ UBYFOL.pdf,success,2025-11-19 14:50:30.712407,17.01684025200302,Ubyfol Peso +,0.88,UBY AGROQUÍMICA S.A,0.72,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,,
237,61910-SILICONE ACÉTICO VERMELHO FDS.pdf,success,2025-11-19 14:50:30.211817,23.032336447999118,Mistura,0.75,NAO ENCONTRADO,0.0,1962,0.85,warning,,8042-47-5,0.8,warning,,2.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,,
232,61532 - NEMATICIDA SOL. BIOL.SUBTILIS+BACIL.LICHENIFORMIS200+200.pdf,success,2025-11-19 14:50:30.037212,27.53468972499832,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,1011,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,2.1,0.7,warning,,,0.0,,
233,61532 QUARTZO FDS.pdf,success,2025-11-19 14:50:27.257459,23.287459907001903,QUARTZO®,0.88,FMC QUÍMICA DO BRASIL LTDA.,0.72,0800,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,,
229,58626 - FERTILIZANTE MAP PURIFICADO (IRRIGACAO) 12N 60 P2O5 YARA.pdf,success,2025-11-19 14:50:24.484422,25.035514645998774,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,1500,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,5.1,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,III,0.0,,
231,59826 - REVELADOR DCG S2 - FDS.pdf,success,2025-11-19 14:50:22.968926,21.09749994600133,Revelador DCG S2,0.88,NAO ENCONTRADO,0.0,1075,0.95,valid,,68476-86-8,0.8,warning,,2.1,0.7,warning,,,0.0,,
234,61533 TRICHODERMIL FDS.pdf,success,2025-11-19 14:50:18.621900,14.226957022001445,Mistura,0.75,NAO ENCONTRADO,0.0,1306,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,3.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,II,0.0,,
230,"59390  xyron-22-24 3,25 FDS.pdf",success,2025-11-19 14:50:13.143636,12.521550149001996,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,2011,0.85,warning,,7439-89-6,0.8,warning,,4.3,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,I,0.0,,
228,57829 SINGULARBR FDS.pdf,success,2025-11-19 14:50:10.294411,15.398440714998287,Mistura,0.75,NAO ENCONTRADO,0.0,2006,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,4.2,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,III,0.0,,
227,57590 SILICONE SPRAY WURTH 08932213 FDS.pdf,success,2025-11-19 14:50:10.088164,20.65395155599981,Mistura,0.75,NAO ENCONTRADO,0.0,1090,0.85,warning,,106-97-8,0.8,warning,,3.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,II,0.0,,
224,57582 GREASE PAG  100 FDS.pdf,success,2025-11-19 14:50:07.803457,22.154478893000487,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,2009,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,4.2,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,III,0.0,,
226,57583 PAG46 FDS.pdf,success,2025-11-19 14:50:06.330767,16.817603538002004,Refrigeration Lubricant HC - PAG + UV DYE,0.75,NAO ENCONTRADO,0.0,2025,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,6.1,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,I,0.0,,
223,57126 VALTRA ESMALTE EXTRA RAPIDO FISPQ.pdf,success,2025-11-19 14:50:06.231986,24.492653047000204,ESMALTE EXTRA RÁPIDO,0.75,L.F.Gonçalves Junior Tintas Eireli Me,0.72,1263,0.95,valid,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,3.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,III,0.8,,
219,54123 EVOS - FDS.pdf,success,2025-11-19 14:50:03.577816,41.17184224499943,EVOS,0.75,ALTA - América Latina Tecnologia Agrícola,0.8,3082,0.95,valid,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,9,0.7,warning,,III,0.8,,
222,56998 TURBO MAPPP PURE FDS.pdf,success,2025-11-19 14:50:03.551276,24.070019529997808,Substância,0.75,NAO ENCONTRADO,0.0,1993,0.85,warning,,115-07-1,0.8,warning,,3,0.7,warning,,I,0.0,,
221,55875_ORBI AIR _ LIMPA AR CONDICIONADO FDS.pdf,success,2025-11-19 14:50:01.936808,33.31219123799747,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,1950,0.95,valid,,106-97-8,0.8,warning,,2.1,0.78,warning,,,0.0,,
62,"07046 NICROSOL NCS 9L 3,25 FDS.pdf",success,2025-11-19 14:50:00.606353,53.11089904599794,Toxidade para órgãos-alvo específicos –Exposição única –categoria 3,0.75,NicrosolIndústriaeComérciodeSoldasEspeciais,0.8,1986,0.85,warning,,7429-90-5,0.8,warning,,1,0.78,warning,,I,0.0,"Água, ácidos, bases fortes, oxidantes fortes, halogênios, nitratos, percloratos, sulfóxidos, metais pesados. Reage violentamente com muitos compostos, causando risco de incêndio e explosão.",0.8
225,57582 PAG 100 FDS.pdf,success,2025-11-19 14:49:59.003425,12.08734064300006,Refrigeration Lubricant HC - PAG 100,0.75,NAO ENCONTRADO,0.0,2025,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,6.1,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,I,0.0,,
220,54197 TEROSON MS 921 BK FC 900G_BR_PT FDS.pdf,success,2025-11-19 14:49:58.906512,30.635461568999744,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,2011,0.85,warning,,471-34-1,0.8,warning,,4.3,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,I,0.0,,
212,50956 PRIMER CINZA FDS.pdf,success,2025-11-19 14:49:58.486599,50.49007824100045,PRIMER RÁPIDO UNIVERSAL CINZA,0.75,BRASILUX TINTAS TÉCNICAS LTDA,0.8,1263,0.95,valid,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,3.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,III,0.8,,
211,50956 - PRIMER CINZA FDS.pdf,success,2025-11-19 14:49:54.659561,47.53910373600229,PRIMER UNIVERSAL - CINZA,0.75,"Endereço: Acesso Estadual Rio Maina, nº 1165, Bairro Vila Macarini. CEP: [PHONE]",0.8,1263,0.95,valid,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,3.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,I,0.0,,
218,54123 - FUNGICIDA LIQUIDO AZOXISTROBINA + FLUTRIAFOL SC 250 + 250.pdf,success,2025-11-19 14:49:49.827444,29.60165206199963,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,1618,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,6.1,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,II,0.0,,
213,51312 GRAXA Molykote BR-2 FDS.pdf,success,2025-11-19 14:49:47.203634,40.01113384199925,MOLYKOTE® BR2 Graxa de Alto Data de Emissão: 09.07.2025,0.88,NAO ENCONTRADO,0.0,2037,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,2.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,,
217,54060 SUVINIL FOSCO BRANCO NEVE 50308441_FDS.PDF,success,2025-11-19 14:49:42.938102,30.887905537001643,SUVINIL ACRILICO STANDARD RENDE E COBRE MUITO FOSCO BRANCO NEVE,0.75,BASF S.A.,0.72,2719,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,5.1,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,II,0.0,,
206,47426_TINTA SPRAY USO GERAL MUNDIAL PRIME_FDS.pdf,success,2025-11-19 14:49:40.817388,45.07778438000241,Tinta Spray Uso Geral - Mundial Prime,0.75,AEROFLEX INDUSTRIA DE AEROSOL LTDA,0.8,1950,0.95,valid,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,2.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,"UN 1090 chemical, Acetone, is highly flammable and incompatible with strong oxidizers, acids, and bases. Store in cool, well-ventilated areas away from ignition sources. Use personal protective equipment when handling.",0.8
215,52291-ALION-FDS.pdf,success,2025-11-19 14:49:40.454742,29.314989696998964,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,3082,0.95,valid,,99734-09-5,0.8,warning,,9,0.7,warning,,III,0.8,,
214,51341 ESSEN CN 39 L TI FDS.pdf,success,2025-11-19 14:49:36.466314,27.815796596001743,ESSEN CN 39 L TI,0.75,Uniweld INDÚSTRIA DE ELETRODOS LTDA.,0.72,0074,0.85,warning,,7440-44-0,0.8,warning,,1.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,,
207,49595 - ESPALHANTE OLEO MINERAL 630.pdf,success,2025-11-19 14:49:17.733824,21.13060855399817,TRIOMAX EXPLOSÃO,1.0,Union Agro Ltda.,1.0,NAO ENCONTRADO,1.0,valid,,NAO ENCONTRADO,1.0,valid,,,1.0,valid,,,1.0,,
208,49595 LIFT OIL FDS.pdf,success,2025-11-19 14:49:13.247192,15.598623509999015,Mistura,0.75,NAO ENCONTRADO,0.0,2010,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,4.3,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,I,0.0,"Mistura UN 2010 is light and moisture sensitive; avoid excess heat, incompatible products, and open flames. It does not polymerize hazardously. Use appropriate PPE.",0.8
204,47223 HERBURON FDS.pdf,success,2025-11-19 14:49:10.508925,21.9521737210016,Herburon 500 BR,0.75,ADAMA BRASIL S/A,0.8,3082,0.95,valid,,330-54-1,0.8,warning,,9,0.7,warning,,III,0.8,"Herburon 500 BR is incompatible with acids, oxidizing agents, and strong bases. Store in a cool, well-ventilated place. Avoid sparks and open flames.",0.8
202,47221 HEXAZINONA FDS.pdf,success,2025-11-19 14:49:07.293121,32.16362698100056,HEXAZINONA NORTOX,0.75,NORTOX S.A.,0.8,3082,0.95,valid,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,9,0.7,warning,,III,0.8,"Hexazinone is incompatible with strong oxidizers. Store in a cool, dry place away from incompatible materials. Use appropriate PPE when handling.",0.8
209,50425 - ADJUVANTE DISPERSE ULTRA UBYFOL.pdf,success,2025-11-19 14:49:07.241836,9.911271472999942,NAO ENCONTRADO,0.0,Uby Agroquímica S.A.,0.72,2021,0.85,warning,,67674-67-3,0.8,warning,,6.1,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,III,0.0,"CAS 67674-67-3 is stable under normal conditions but incompatible with oxidizing agents. It decomposes to form hazardous substances like silicon dioxide and carbon oxides. Acute toxicity is low, but it causes serious eye irritation.",0.8
110,15919 PREMERLIN 600 FDS.pdf,success,2025-11-19 14:49:03.347416,43.39287355300257,Premerlin 600 EC.,0.75,ADAMA BRASIL S/A,0.8,1993,0.95,valid,,1582-09-8,0.8,warning,,3,0.7,warning,,III,0.8,Premerlin 600 EC (CAS 1582-09-8) is a herbicide. It is incompatible with strong oxidizers and acids. Safety precautions include avoiding excessive heat and cold.,0.8
194,46962 FRONT FDS.pdf,success,2025-11-19 14:49:03.098730,56.56010560999857,FRONT®,0.75,NAO ENCONTRADO,0.0,3077,0.95,valid,,330-54-1,0.8,warning,,9,0.7,warning,,III,0.8,"Diuron (CAS 330-54-1) is incompatible with strong acids. It is stable under normal conditions but can decompose in fire, releasing hazardous nitrogen oxides. It is a hazardous substance requiring proper safety measures.",0.8
191,45515_TINTA SPRAY METALICA MUNDIAL PRIME_FDS.pdf,success,2025-11-19 14:49:02.030837,64.45304853500056,TINTA SPRAY METÁLICA - MUNDIAL PRIME,0.75,AEROFLEX INDUSTRIA DE AEROSOL LTDA,0.8,1950,0.95,valid,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,2.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,TINTA SPRAY METÁLICA MUNDIAL PRIME UN 2025 is hazardous; avoid contact with flammable materials. Safety data sheets provide chemical handling and emergency information. Updated GHS regulations apply from February 2025.,0.8
197,47065 - INSETICIDA SOLIDO DIFLUBENZUROM WG 800 GKG.pdf,success,2025-11-19 14:48:58.592006,44.415904129997216,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,1050,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,2,0.78,invalid,"Value error, Classe ONU invalida.",,0.0,,
198,47065 DIMILIN FDS.pdf,success,2025-11-19 14:48:58.048930,42.79454703100055,Dimilin.,0.75,UPL DO BRASIL INDÚSTRIA E COMÉRCIO DE INSUMOS,0.8,3077,0.95,valid,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,9,0.7,warning,,III,0.8,,
199,47219 HEXARON WG FDS.pdf,success,2025-11-19 14:48:54.974526,39.15069125299851,Hexaron WG.,0.75,ADAMA BRASIL S/A,0.8,3077,0.95,valid,,330-54-1,0.8,warning,,9,0.7,warning,,III,0.8,"Hexaron WG is incompatible with strong oxidizing agents, strong bases, and strong reducing agents. It decomposes to carbon monoxide and carbon dioxide. It is classified as UN 3371.",0.8
192,46060 EUCATEX VERNIZ MARITIMO FDS.pdf,success,2025-11-19 14:48:52.096207,50.02752125999905,Eucatex Verniz Marítimo Brilhante,0.75,EUCATEX INDUSTRIA E COMERCIO LTDA,0.8,1263,0.95,valid,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,3.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,III,0.8,Eucatex Verniz Marítimo Brilhante contains chemical ingredients that are incompatible with strong oxidizers; it should be stored away from heat sources. Safety data sheets indicate proper ventilation is required. Avoid contact with skin and eyes.,0.8
196,46963-MATURADOR LIQUIDO RIPER YARA.pdf,success,2025-11-19 14:48:47.542288,38.41416229499737,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,1701,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,6.1,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,II,0.0,"UN 1701 is calcium ammonium nitrate; incompatible with alkalis, combustibles, reducing agents, organic materials, and acids. Safety data sheets advise avoiding dust and contamination.",0.8
195,46963 RIPER FDS.pdf,success,2025-11-19 14:48:41.016731,33.24456238399944,RIPER,0.75,Sorocaba/SP.,0.8,3082,0.95,valid,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,9,0.7,warning,,III,0.8,RIPPER II should not be mixed with acids or galvanized metals. It poses no direct explosion hazard but can release toxic fumes when heated. Always follow safety data sheet guidelines for handling.,0.8
189,43090 - INSETICIDA SOLIDO TIAMENTOXAN WG 750GKG.pdf,success,2025-11-19 14:48:38.837505,45.74517449300038,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,2011,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,4.3,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,I,0.0,"UN 2021 chemical incompatibilities require avoiding mixing chemicals that react violently, such as acetic anhydride with water, and sodium or potassium chlorate with organics. Safety data sheets must detail these incompatibilities for safe handling and storage.",0.8
184,41885 - INSETICIDA LIQUIDO LAMBDA-CIAL.+CLORANT SC 50+100 GL.pdf,success,2025-11-19 14:48:35.928335,66.89231730699976,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,0610,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,"UN 2020 chemical safety data emphasizes incompatibilities, such as acetic anhydride reacting violently with water or glycols, and sodium chlorate causing explosions with organics. Safety data sheets guide proper handling and storage. Chemical compatibility is crucial for safe transport.",0.8
171,36837 - INSETICIDA LIQUIDO FLUBENDIAMIDA 222 GL.pdf,success,2025-11-19 14:48:28.477604,80.02608822899856,TAKUMI Revisão: 01 Data: 09/10/2020,0.75,NICHINO DO BRASIL AGROQUÍMICOS LTDA.,0.72,3082,0.95,valid,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,9,0.7,warning,,III,0.8,Flubendiamide (CAS 272451-65-7) is toxic to aquatic life; avoid environmental release; it's classified as probably carcinogenic to humans.,0.8
190,43857 IPITUR AW HLP 68 FDS.pdf,success,2025-11-19 14:48:26.037443,31.158405443999072,IPITUR AW HLP 68,0.75,ICONIC Lubrificantes S.A.,0.8,2023,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,6.1,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,II,0.0,"Ipitur AW HLP 68 is non-reactive and non-hazardous. It is stable under normal conditions and does not pose significant chemical incompatibilities. Safety data indicates it is not corrosive, irritating, or a respiratory sensitiser.",0.8
185,41885 AMPLIGO FDS.pdf,success,2025-11-19 14:48:10.524598,37.95471678700051,AMPLIGO,0.75,Syngenta Proteção de Cultivos Ltda,0.8,3082,0.95,valid,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,9,0.7,warning,,III,0.8,"AMPLIGO is stable under normal conditions and has no known hazardous reactions. It should be stored in a cool, dry, well-ventilated place. No specific incompatibilities are noted.",0.8
187,42620 MOBIL SHC 1500 FDS.pdf,success,2025-11-19 14:48:10.048328,24.732100388999243,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,2025,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,6.1,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,I,0.0,"UN 2025 chemical incompatibilities require careful handling; incompatible chemicals can cause dangerous reactions, including fires. Safety data sheets and regulatory guidelines are essential for safe storage. Always separate incompatible chemicals to avoid hazardous reactions.",0.8
188,42887 - FERTILIZANTE FOSFATO NATURAL REATIVO GAFSABAYOVAR 00-29-00.pdf,success,2025-11-19 14:48:09.593150,22.47323679299734,Fosfato Natural Reativo,0.75,FERTILIZANTES HERINGER S.A.,0.72,2014,0.85,warning,,65996-94-3,0.8,warning,,5.1,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,II,0.0,Fosfato Natural Reativo CAS 65996-94-3 is incompatible with strong acids and oxidizing agents. It emits toxic fumes when heated. Safety precautions include avoiding high temperatures and moisture.,0.8
172,36840 - INSETICIDA SOLIDO CLORANTRANILIPROLE WG 350 GKG.pdf,success,2025-11-19 14:48:07.595981,49.33703271400009,NAO ENCONTRADO,0.0,NAO ENCONTRADO,0.0,1830,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,8,0.7,warning,,II,0.0,"UN 2042 is calcium chloride anhydrous; incompatible with acids, chlorinated hydrocarbons, and water; store in dry conditions.",0.8
180,41159 WURTH W867 FDS.pdf,success,2025-11-19 14:48:06.367393,43.477527498998825,Veda Rosca W867,1.0,Wurth do Brasil Peças de Fixação Ltda.,0.95,NAO ENCONTRADO,1.0,valid,,NAO ENCONTRADO,1.0,valid,,,1.0,valid,,,1.0,"Mistura CAS 7779-31-9 is 3,3,5-trimethylcyclohexyl methacrylate; it is incompatible with oxidizing agents and reducing agents. It may cause skin and eye irritation, and respiratory irritation. No specific hazardous reactions data available.",0.8
186,42574 ECO SUPRA PLUS FDS.pdf,success,2025-11-19 14:48:04.092344,20.70627105300082,ECO SUPRA PLUS,0.75,NAO ENCONTRADO,0.0,3253,0.95,valid,,10213-79-3,0.8,warning,,8.0,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,I,0.8,ECO SUPRA PLUS CAS 10213-79-3 is sodium metasilicate pentahydrate; it is incompatible with strong acids and oxidizers; avoid contact with skin and eyes.,0.8
182,41884 BROKER 750 WG - FDS.pdf,success,2025-11-19 14:48:03.208070,38.29410493799878,BROKER 750 WG,0.75,"Endereço: Avenida Basiléia, 590, Manejo, Resende/RJ - CEP: [PHONE]",0.8,3077,0.95,valid,,51235-04-2,0.8,warning,,9,0.7,warning,,III,0.8,"Hexazinone is incompatible with strong acids, strong bases, and strong oxidizing agents. It is toxic to aquatic life and bees. Store away from direct sunlight and ignition sources.",0.8
173,36840 ALTACOR FDS.pdf,success,2025-11-19 14:47:56.081227,38.33205266999721,NAO ENCONTRADO,1.0,NAO ENCONTRADO,1.0,NAO ENCONTRADO,1.0,valid,,NAO ENCONTRADO,1.0,valid,,,1.0,valid,,,1.0,,
179,41092 TRIBOTEC LT-2 735 FDS.pdf,success,2025-11-19 14:47:54.452857,33.0990555089993,TRIBOTEC LT-2/735,0.75,FUCHS LUBRIFICANTES DO BRASIL LTDA.,0.8,1978,0.85,warning,,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,2.1,0.7,warning,,,0.0,TRIBOTEC LT-2/735 UN 2024 is a mineral oil-based grease; it's incompatible with strong acids and bases. Safety data sheets are available for detailed chemical incompatibilities. Always refer to the manufacturer's safety data for precise information.,0.8
175,37648 QUALYVINIL QUALYPAV BRANCO FISPQ.pdf,success,2025-11-19 14:47:52.113549,31.624961534998874,QUALYPAV DEMARCAÇÃO BRANCA,0.75,Qualycril Soluções para a Construção Civil Ltda,0.72,1263,0.95,valid,,108-88-3,0.8,warning,,3,0.78,warning,,III,0.8,Toluene (CAS 108-88-3) is incompatible with strong oxidizing agents. It is flammable and can cause skin and eye irritation. Proper protective gear is required to prevent exposure.,0.8
178,40743 QUALYVINIL QUALYPAV AMARELO FISPQ.pdf,success,2025-11-19 14:47:49.255448,26.81352998299917,QUALYPAV DEMARCAÇÃO AMARELO,0.75,Qualyvinil Comercial Ltda.,0.72,1263,0.95,valid,,108-88-3,0.8,warning,,3,0.78,warning,,III,0.8,"Toluene (CAS 108-88-3) is incompatible with strong oxidizers and can react vigorously with alkyl halides. It should be stored away from heat, flames, and sparks. Toluene poses risks of toxicity and reproductive harm.",0.8
176,39290 - ADJUVANTE OLEO MINERAL.pdf,success,2025-11-19 14:47:41.744543,21.39385692799988,NIMBUS,0.75,Syngenta Prote¸c˜ao de Cultivos Ltda,0.72,3082,0.95,valid,,111-87-5,0.8,warning,,9,0.7,warning,,III,0.8,1-Octanol (CAS 111-87-5) is incompatible with strong oxidizing agents. It can cause skin irritation and serious eye irritation. Always use appropriate safety measures when handling.,0.8
174,37049 Energy Panther FDS.pdf,success,2025-11-19 14:47:40.680318,22.099006854001345,Energy Panther Rad Protect Pronto Uso Azul,0.88,Empresa: Energy Petro Industria e Comercio de Lubrificantes LTDA,0.8,2002,0.85,warning,,7732-18-5,0.8,warning,,4.2,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,III,0.0,"CAS 7732-18-5 is water, which is generally safe but incompatible with acids, oxidizers, and flammable materials. It should be stored away from heat and moisture. Safety data sheets indicate no significant health hazards.",0.8
177,40697 - FERTILIZANTE MS BORO.pdf,success,2025-11-19 14:47:39.026858,18.17286150499785,MS-BORO,0.88,UBY AGROQUÍMICA LTDA.,0.72,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,NAO ENCONTRADO,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,invalid,Confianca abaixo do limiar minimo (0.7).,,0.0,"Boro-Pro® is stable and incompatible with strong oxidizers, acids, and caustics. It does not list hazardous polymerization or reportable quantities. Avoid contact with skin, eyes, and clothing.",0.8
122,210138 DRULBOILER HP 110_FDS.pdf,success,2025-11-19 14:47:30.696819,120.44579677900036,NAO ENCONTRADO,1.0,NAO ENCONTRADO,1.0,NAO ENCONTRADO,1.0,valid,,NAO ENCONTRADO,1.0,valid,,,1.0,valid,,,1.0,,
121,210130 DRULBOILER HP 400_FDS.pdf,success,2025-11-19 14:47:24.925576,116.80212139900324,NAO ENCONTRADO,1.0,NAO ENCONTRADO,1.0,NAO ENCONTRADO,1.0,valid,,NAO ENCONTRADO,1.0,valid,,,1.0,valid,,,1.0,,
120,210118 DRULFLOC C 20 PLUS_FDS.pdf,success,2025-11-19 14:47:22.359148,114.64301830500337,NAO ENCONTRADO,1.0,NAO ENCONTRADO,1.0,NAO ENCONTRADO,1.0,valid,,NAO ENCONTRADO,1.0,valid,,,1.0,valid,,,1.0,,
