numero_onu,classificacao_onu,proper_shipping_name
1720,?,(UN No.s no longer in use)
1722,6.1,Allyl chloroformate
1723,3,Allyl iodide
1724,8,"Allyltrichlorosilane, stabilized"
1725,8,"Aluminum bromide, anhydrous"
1726,8,"Aluminum chloride, anhydrous"
1727,8,"Ammonium hydrogendifluoride, solid"
1728,8,Amyltrichlorosilane
1729,8,Anisoyl chloride
1730,8,"Antimony pentachloride, liquid"
1731,8,"Antimony pentachloride, solution"
1732,8,Antimony pentafluoride
1733,8,Antimony trichloride
1734,?,(UN No.s no longer in use)
1736,8,Benzoyl chloride
1737,6.1,Benzyl bromide
1738,6.1,Benzyl chloride or Benzyl chloride unstabilized
1739,8,Benzyl chloroformate
1740,8,"Hydrogen difluorides, n.o.s. solid"
1741,2.3,Boron trichloride
1742,8,Boron trifluoride acetic acid complex
1743,8,Boron trifluoride propionic acid complex
1744,8,Bromine or Bromine solutions
1745,5.1,Bromine pentafluoride
1746,5.1,Bromine trifluoride
1747,8,Butyltrichlorosilane
1748,5.1,"Calcium hypochlorite, dry or Calcium hypochlorite mixtures dry with more than 39 percent available chlorine (8.8 percent available oxygen)"
1749,2.3,Chlorine trifluoride
1750,6.1,"Chloroacetic acid, solution"
1751,6.1,"Chloroacetic acid, solid"
1752,6.1,Chloroacetyl chloride
1753,8,Chlorophenyltrichlorosilane
1754,8,Chlorosulfonic acid (with or without sulfur trioxide)
1755,8,Chromic acid solution
1756,8,"Chromic fluoride, solid"
1757,8,"Chromic fluoride, solution"
1758,8,Chromium oxychloride
1759,8,"Corrosive solids, n.o.s."
1760,8,"Corrosive liquids, n.o.s."
1761,8,Cupriethylenediamine solution
1762,8,Cyclohexenyltrichlorosilane
1763,8,Cyclohexyltrichlorosilane
1764,8,Dichloroacetic acid
1765,8,Dichloroacetyl chloride
1766,8,Dichlorophenyltrichlorosilane
1767,8,Diethyldichlorosilane
1768,8,"Difluorophosphoric acid, anhydrous"
1769,8,Diphenyldichlorosilane
1770,8,Diphenylmethyl bromide
1771,8,Dodecyltrichlorosilane
1772,?,(UN No. no longer in use)
1773,8,"Ferric chloride, anhydrous"
1774,8,"Fire extinguisher charges, corrosive liquid"
1775,8,Fluoroboric acid
1776,8,Fluorophosphoric acid anhydrous
1777,8,Fluorosulfonic acid
1778,8,Fluorosilicic acid
1779,8,Formic acid
1780,8,Fumaryl chloride
1781,8,Hexadecyltrichlorosilane
1782,8,Hexafluorophosphoric acid
1783,8,Hexamethylenediamine solution
1784,8,Hexyltrichlorosilane
1785,?,(UN No. no longer in use)
1786,8,Hydrofluoric acid and Sulfuric acid mixtures
1787,8,Hydriodic acid
1788,8,"Hydrobromic acid, with more than 49 percent hydrobromic acid or Hydrobromic acid, with not more than 49 percent hydrobromic acid"
1789,8,Hydrochloric acid
1790,8,"Hydrofluoric acid, with more than 60 percent strength or Hydrofluoric acid, with not more than 60 percent strength"
1791,8,Hypochlorite solutions
1792,8,"Iodine monochloride, solid"
1793,8,Isopropyl acid phosphate
1794,8,Lead sulfate with more than 3 percent free acid
1795,?,(UN No. no longer in use)
1796,8,"Nitrating acid mixtures, with more than 50 percent nitric acid or Nitrating acid mixtures, with not more than 50 percent nitric acid"
1797,?,(UN No. no longer in use)
1798,8,Nitrohydrochloric acid
1799,8,Nonyltrichlorosilane
1800,8,Octadecyltrichlorosilane
1801,8,Octyltrichlorosilane
1802,8,Perchloric acid with not more than 50 percent acid by mass
1803,8,"Phenolsulfonic acid, liquid"
1804,8,Phenyltrichlorosilane
1805,8,Phosphoric acid
1806,8,Phosphorus pentachloride
1807,8,Phosphorus pentoxide
1808,8,Phosphorus tribromide
1809,6.1,Phosphorus trichloride
1810,8,Phosphorus oxychloride
1811,8,"Potassium hydrogendifluoride, solid or Potassium hydrogendifluoride, solution"
1812,8,Potassium fluoride
1813,8,"Potassium hydroxide, solid"
1814,8,"Potassium hydroxide, solution"
1815,3,Propionyl chloride
1816,8,Propyltrichlorosilane
1817,8,Pyrosulfuryl chloride
1818,8,Silicon tetrachloride
1819,8,"Sodium aluminate, solution"
1820,?,(UN No. no longer in use)
1821,?,"(UN No. no longer in use) Sodium hydrogen sulfate, solid (UN No. no longer in use)[1]"
1822,?,(UN No. no longer in use)
1823,8,"Sodium hydroxide, solid"
1824,8,Sodium hydroxide solution
1825,8,Sodium monoxide
1826,8,"Nitrating acid mixtures, spent with more than 50 percent nitric acid or Nitrating acid mixtures, spent with not more than 50 percent nitric acid"
1827,8,"Stannic chloride, anhydrous"
1828,8,Sulfur chlorides
1829,8,"Sulfur trioxide, inhibited or Sulfur trioxide, stabilized"
1830,8,Sulfuric acid with more than 51 percent acid
1831,8,"Sulfuric acid, fuming with 30 percent or more free sulfur trioxide or Sulfuric acid, fuming with less than 30 percent free sulfur trioxide"
1832,8,"Sulfuric acid, spent"
1833,8,Sulfurous acid
1834,8,Sulfuryl chloride
1835,8,Tetramethylammonium hydroxide
1836,8,Thionyl chloride
1837,8,Thiophosphoryl chloride
1838,8,Titanium tetrachloride
1839,8,Trichloroacetic acid
1840,8,"Zinc chloride, solution"
1841,9,Acetaldehyde ammonia
1842,?,(UN No. no longer in use) Acetic acid (UN No. no longer in use)
1843,6.1,Ammonium dinitro-o-cresolate
1844,?,(UN No. no longer in use)
1845,9,"Carbon dioxide, solid, also called Dry ice"
1846,8,Carbon tetrachloride
1847,8,"Potassium sulfide, hydrated with not less than 30 percent water of crystallization"
1848,8,Propionic acid
1849,6.1,"Sodium sulfide, hydrated with not less than 30 percent water"
1850,?,"(UN No. no longer in use) Eradicator, paint, liquid or Eradicator, grease, liquid (UN No. no longer in use)[1]"
1851,6.1,"Medicine, liquid, toxic, n.o.s."
1852,?,(UN No. no longer in use)
1854,4.2,"Barium alloys, pyrophoric"
1855,4.2,"Calcium, pyrophoric or Calcium alloys, pyrophoric"
1856,4.2,"Rags, oily"
1857,4.2,"Textile waste, wet"
1858,2,"Hexafluoropropylene, compressed or Refrigerant gas R 1216"
1859,2,"Silicon tetrafluoride, compressed"
1860,3,"Vinyl fluoride, inhibited"
1861,?,(UN No. no longer in use)
1862,3,Ethyl crotonate
1863,3,"Fuel, aviation, turbine engine"
1864,?,"(UN No. no longer in use) Gas drips or Gas drips, hydrocarbon (UN No. no longer in use)[1]"
1865,3,n-Propyl nitrate
1866,3,"Resin solution, flammable"
1867,?,(UN No. no longer in use) Cigarettes or Self-lighting cigarettes (UN No. no longer in use)[1]
1868,4.1,Decaborane
1869,4.3,"Magnesium or Magnesium alloys with more than 50 percent magnesium in pellets, turnings, or ribbons"
1870,4.1,Potassium borohydride
1871,5.1,Titanium hydride
1872,5.1,Lead dioxide
1873,5.1,"Perchloric acid with more than 50 percent but not more than 72 percent acid, by mass"
1874,?,(UN No.s no longer in use)
1884,6.1,Barium oxide
1885,6.1,Benzidine
1886,6.1,Benzylidene chloride
1887,6.1,Bromochloromethane
1888,6.1,Chloroform
1889,6.1,Cyanogen bromide
1890,?,(UN No. no longer in use)
1891,6.1,Ethyl bromide
1892,6.1,Ethyldichloroarsine
1893,?,(UN No. no longer in use)
1894,6.1,Phenylmercuric hydroxide
1895,6.1,Phenylmercuric nitrate
1896,?,"(UN No. no longer in use) Resin solution, toxic (UN No. no longer in use)[1]"
1897,6.1,Tetrachloroethylene
1898,8,Acetyl iodide
1899,?,(UN No.s no longer in use)
1901,?,(UN No. no longer in use)
1902,8,Diisooctyl acid phosphate
1903,8,"Disinfectants, liquid, corrosive, n.o.s."
1904,?,(UN No. no longer in use) Poison Hydrochloride (UN No. no longer in use)
1905,8,Selenic Acid
1906,8,Sludge Acid
1907,8,Soda lime with more than 4 percent sodium hydroxide
1908,8,Chlorite solution
1909,?,(UN No. no longer in use)
1910,8,Calcium oxide
1911,2,"Diborane, compressed"
1912,2,Methyl chloride and methylene chloride mixtures
1913,2,"Neon, refrigerated liquid (cryogenic liquid)"
1914,3,Butyl propionates
1915,3,Cyclohexanone
1916,6.1,"2,2'-Dichlorodiethyl ether"
1917,3,"Ethyl acrylate, inhibited"
1918,3,Isopropylbenzene
1919,3,"Methyl acrylate, inhibited"
1920,3,Nonanes
1921,3,"Propyleneimine, inhibited"
1922,3,Pyrrolidine
1923,4.2,Calcium dithionite or Calcium hydrosulfite
1924,?,(UN No. no longer in use) Ethyl aluminium dichloride (UN No. no longer in use)[1]
1925,?,(UN No. no longer in use) Ethylaluminium sesquichloride (UN No. no longer in use)[1]
1926,?,(UN No. no longer in use) Methyl aluminium sesquibromide (UN No. no longer in use)[1]
1927,?,(UN No. no longer in use) Methyl aluminium sesquichloride (UN No. no longer in use)[1]
1928,4.3,"Methyl magnesium bromide, in ethyl ether"
1929,4.2,Potassium dithionite or Potassium hydrosulfite
1930,?,(UN No. no longer in use) Triisobutyl aluminium (UN No. no longer in use)[1]
1931,9,Zinc dithionite or Zinc hydrosulfite
1932,4.2,Zirconium scrap
1933,?,(UN No.s no longer in use)
1935,6.1,"Cyanide solutions, n.o.s."
1936,?,(UN No.s no longer in use)
1938,8,"Bromoacetic acid, solution or Bromoacetic acid, solid"
1939,8,Phosphorus oxybromide
1940,8,Thioglycolic acid
1941,9,"Dibromodifluoromethane, R12B2"
1942,5.1,"Ammonium nitrate, with not more than 0.2 percent of combustible substances, including any organic substance calculated as carbon, to the exclusion of any other added substance"
1943,?,(UN No. no longer in use)
1944,4.1,"Matches, safety (book, card, or strike on box)"
1945,4.1,"Matches, wax, Vesta"
1946,?,(UN No.s no longer in use)
1950,2,"Aerosols, corrosive, Packing Group II or III, (each not exceeding 1 L capacity) or Aerosols, flammable (each not exceeding 1 L capacity) or Aerosols, flammable, n.o.s. (engine starting fluid) (each not exceeding 1 L capacity) or Aerosols, nonflammable (each not exceeding 1 L capacity) or Aerosols, toxic, (each not exceeding 1 L capacity)"
1951,2,"Argon, refrigerated liquid (cryogenic liquid)"
1952,2,Ethylene oxide and carbon dioxide mixtures with not more than 9 percent ethylene oxide
1953,2,"Compressed gas, toxic, flammable, n.o.s. Inhalation Hazard Zone A, B, C, or D"
1954,2,"Compressed gas, flammable, n.o.s."
1955,2,"Compressed gas, toxic, n.o.s. Inhalation Hazard Zone A, B, C, or D"
1956,2,"Compressed gas, n.o.s."
1957,2,"Deuterium, compressed"
1958,2,"1,2-dichloro-1,1,2,2-tetrafluoroethane or Refrigerant gas R 114"
1959,2,"1,1-Difluoroethylene or Refrigerant gas R 1132a"
1960,?,(UN No. no longer in use) Engine starting fluid (UN No. no longer in use)[1]
1961,2,"Ethane, refrigerated liquid"
1962,2,"Ethylene, compressed"
1963,2,"Helium, refrigerated liquid (cryogenic liquid)"
1964,2,"Hydrocarbon gas mixture, compressed, n.o.s."
1965,2,"Hydrocarbon gas mixtures, liquefied, n.o.s."
1966,2,"Liquid hydrogen, refrigerated liquid (cryogenic liquid)"
1967,2,"Insecticide gases, toxic, n.o.s."
1968,2,"Insecticide gases, n.o.s."
1969,2,"Isobutane see also Petroleum gases, liquified"
1970,2,"Krypton, refrigerated liquid (cryogenic liquid)"
1971,2,"Methane, compressed or Natural gas, compressed (with high methane content)"
1972,2,"Methane, refrigerated liquid (cryogenic liquid) or Natural gas, refrigerated liquid (cryogenic liquid), with high methane content"
1973,2,"Chlorodifluoromethane and chloropentafluoroethane mixture or Refrigerant gas R 502 with fixed boiling point, with approximately 49 percent chlorodifluoromethane"
1974,2,Chlorodifluorobromomethane or Refrigerant gas R 12B1
1975,2,Nitric oxide and dinitrogen tetroxide mixtures or Nitric oxide and nitrogen dioxide mixtures
1976,2,"Octafluorocyclobutane, or Refrigerant gas RC 318"
1977,2,"Nitrogen, refrigerated liquid cryogenic liquid"
1978,2,"Propane see also Petroleum gases, liquefied"
1979,2,"(UN No. no longer in use) Rare gases, mixtures, compressed (UN No. no longer in use)[1][2]"
1980,2,"(UN No. no longer in use) Rare gases and oxygen mixtures, compressed (UN No. no longer in use)[1][2]"
1981,2,"(UN No. no longer in use) Rare gases and nitrogen mixtures, compressed (UN No. no longer in use)[1][2]"
1982,2,"Tetrafluoromethane, compressed or Refrigerant gas R 14"
1983,2,"1-Chloro-2,2,2-trifluoroethane or Refrigerant gas R133a"
1984,2,Trifluoromethane or Refrigerant gas R 23
1985,?,(UN No. no longer in use)
1986,3,"Alcohols, flammable, toxic, n.o.s."
1987,3,"Alcohols, (Ethanol), n.o.s."
1988,3,"Aldehydes, flammable, toxic, n.o.s."
1989,3,"Aldehydes, n.o.s."
1990,9,Benzaldehyde
1991,3,"Chloroprene, inhibited"
1992,3,"Flammable liquids, toxic, n.o.s."
1993,3,"Flammable liquids, n.o.s."
1994,6.1,Iron pentacarbonyl
1995,?,Propane
1996,?,(UN No.s no longer in use)
1999,3,"Tars, liquid including road asphalt and oils, bitumen and cut backs"
2000,4.1,"Celluloid, in block, rods, rolls, sheets, tubes, etc., except scrap"
2001,4.1,"Cobalt naphthenates, powder"
2002,4.2,"Celluloid, scrape"
2003,4.2,"(UN No. no longer in use) Metal alkyls, water-reactive, n.o.s. or Metal aryls, water-reactive, n.o.s. (UN No. no longer in use)"
2004,4.2,Magnesium diamide
2005,4.2,(UN No. no longer in use) Magnesium diphenyl (UN No. no longer in use)
2006,4.2,"Plastics, nitrocellulose-based, self-heating, n.o.s."
2007,?,(UN No. no longer in use)
2008,4.2,"Zirconium powder, dry"
2009,4.2,"Zirconium, dry, finished sheets, strip or coiled wire"
2010,4.3,Magnesium hydride
2011,4.3,Magnesium phosphide
2012,4.3,Potassium phosphide
2013,4.3,Strontium phosphide
2014,5.1,"Hydrogen peroxide, aqueous solutions with more than 20 percent but not more than 60 percent hydrogen peroxide (stabilized as necessary)"
2015,5.1,"Hydrogen peroxide, stabilized or Hydrogen peroxide aqueous solutions, stabilized with more than 60 percent hydrogen peroxide"
2016,6.1,"Ammunition, toxic, non-explosive, without burster or expelling charge, non-fuzed"
2017,6.1,"Ammunition, tear-producing, non-explosive, without burster or expelling charge, non-fuzed"
2018,6.1,"Chloroanilines, solid"
2019,6.1,"Chloroanilines, liquid"
2020,6.1,"Chlorophenols, solid"
2021,6.1,"Chlorophenols, liquid"
2022,6.1,Cresylic acid
2023,6.1,Epichlorohydrin
2024,6.1,"Mercury compounds, liquid, n.o.s."
2025,6.1,"Mercury compounds, solid, n.o.s."
2026,6.1,"Phenylmercuric compounds, n.o.s."
2027,6.1,"Sodium arsenite, solid"
2028,8,"Bombs, smoke, non-explosive, with corrosive liquid, without initiating device"
2029,8,"Hydrazine, anhydrous"
2030,8,"Hydrazine aqueous solution, with more than 37 percent hydrazine, by mass"
2031,8,"Nitric acid other than red fuming, with more than 70 percent nitric acid or Nitric acid other than red fuming, with not more than 70 percent nitric acid"
2032,8,"Nitric acid, red fuming"
2033,8,Potassium monoxide
2034,2,"Hydrogen and Methane mixtures, compressed"
2035,2,"1,1,1-Trifluoroethane, compressed or Refrigerant gas R 143a"
2036,2,"Xenon, compressed"
2037,2,"Gas cartridges (flammable) without a release device, non-refillable or Receptacles, small, containing gas (gas cartridges) flammable or nonflammable, without release device, not refillable and not exceeding 1 L capacity"
2038,6.1,"Dinitrotoluenes, liquid or Dinitrotoluenes, solid"
2039,?,(UN No.s no longer in use)
2044,2,"2,2-Dimethylpropane"
2045,3,Isobutyraldehyde or Isobutyl aldehyde
2046,3,Cymenes
2047,3,Dichloropropenes
2048,3,Dicyclopentadiene
2049,3,Diethylbenzene
2050,3,"Diisobutylene, isomeric compounds"
2051,8,2-Dimethylaminoethanol
2052,3,Dipentene
2053,3,Methyl isobutyl carbinol
2054,3,Morpholine
2055,3,"Styrene monomer, inhibited"
2056,3,Tetrahydrofuran
2057,3,Tripropylene
2058,3,Valeraldehyde
2059,3,"Nitrocellulose, solution, flammable with not less than 12.6 percent nitrogen, by mass, and not more than 55 percent nitrocellulose"
2060,?,(UN No. no longer in use) Box toe gum (UN No. no longer in use)[1]
2061,?,(UN No.s no longer in use)
2067,5.1,"Ammonium nitrate fertilizers; uniform non-segregating mixtures of ammonium nitrate with added matter which is inorganic and chemically inert towards ammonium nitrate, with not less than 90 percent ammonium nitrate and not more than 0.2 percent combustible"
2068,?,(UN No. no longer in use) Ammonium nitrate-carbonate mixture (UN No. no longer in use)[1]
2069,?,(UN No. no longer in use) Ammonium nitrate mixed fertilizer (UN No. no longer in use)[1]
2070,?,(UN No. no longer in use) Ammonium nitrate-phosphate mixture (UN No. no longer in use)[1]
2071,9,"Ammonium nitrate fertilizers: uniform non-segregating mixtures of nitrogen/phosphate or nitrogen/potash types or complete fertilizers of nitrogen/phosphate/potash type, with not more than 70 percent ammonium nitrate and not more than 0.4 percent total combustible/organic material calculated as carbon or with not more than 45 percent ammonium nitrate and unrestricted combustible material"
2072,?,"(UN No. no longer in use) Ammonium nitrate fertilizers, n.o.s. (UN No. no longer in use)[1]"
2073,2.2,"Ammonia solution, relative density less than 0.880 at 15ʡC in water, with more than 35 percent but not more than 50 percent ammonia"
2074,6.1,"Acrylamide, Solid"
2075,6.1,"Chloral, anhydrous, inhibited"
2076,6.1,Cresols
2077,6.1,alpha-Naphthylamine
2078,6.1,Toluene diisocyanate
2079,8,Diethylenetriamine
2080,?,(UN No. no longer in use) Acetyl acetone peroxide (UN No. no longer in use)[1]
2081,?,(UN No. no longer in use) Acetyl benzoyl peroxide or Acetyl benzoyl peroxide solution (UN No. no longer in use)[1]
2082,?,(UN No. no longer in use) Acetyl cyclohexane sulphonyl peroxide (UN No. no longer in use)[1]
2083,?,(UN no. no longer in use) Acetyl cyclohexane sulphonyl peroxide (UN No. no longer in use)[1]
2084,?,(UN No. no longer in use) Acetyl peroxide or Acetyl peroxide solution (UN No. no longer in use)[1]
2085,5.2,(UN No. no longer in use) Benzoyl peroxide (UN No. no longer in use)[1]
2086,5.2,(UN No. no longer in use) Benzoyl peroxide (UN No. no longer in use)[1]
2087,5.2,(UN No. no longer in use) Benzoyl peroxide (UN No. no longer in use)[1]
2088,5.2,(UN No. no longer in use) Benzoyl peroxide (UN No. no longer in use)[1]
2089,5.2,(UN No. no longer in use) Benzoyl peroxide (UN No. no longer in use)[1]
2090,5.2,(UN No. no longer in use) Benzoyl peroxide (UN No. no longer in use)[1]
2091,?,(UN No. no longer in use) tert-Butyl cumyl peroxide (UN No. no longer in use)[1]
2092,?,(UN No. no longer in use) tert-Butyl hydroperoxide (UN No. no longer in use)[1]
2093,?,(UN No. no longer in use) tert-Butyl hydroperoxide (UN No. no longer in use)[1]
2094,?,(UN No. no longer in use) tert-Butyl hydroperoxide (UN No. no longer in use)[1]
2095,?,(UN No. no longer in use) tert-Butyl peroxyacetate (UN No. no longer in use)[1]
2096,?,(UN No. no longer in use) tert-Butyl peroxyacetate (UN No. no longer in use)[1]
2097,?,(UN No. no longer in use) tert-Butyl peroxybenzoate (UN No. no longer in use)[1]
2098,?,(UN No. no longer in use) tert-Butyl peroxybenzoate (UN No. no longer in use)[1]
2099,?,(UN No. no longer in use) tert-Butyl peroxymaleate (UN No. no longer in use)[1]
2100,?,(UN No. no longer in use) tert-Butyl peroxymaleate (UN No. no longer in use)[1]
2101,?,(UN No. no longer in use) tert-Butyl peroxymaleate (UN No. no longer in use)[1]
2102,?,(UN No. no longer in use) Di-tert-butyl peroxide (UN No. no longer in use)[1]
2103,?,(UN No. no longer in use) tert-Butyl peroxyisopropyl carbonate (UN No. no longer in use)[1]
2104,?,"(UN No. no longer in use) tert-Butyl peroxy-3,5,5-trimethylhexanoate or tert-Butyl peroxyisononanoate (UN No. no longer in use)[1]"
2105,?,(UN No. no longer in use) tert-Butyl peroxyphthalate (UN No. no longer in use)[1]
2106,?,(UN No. no longer in use) Di-(tert-butylperoxy)phthalate (UN No. no longer in use)[1]
2107,?,(UN No. no longer in use) Di-(tert-butylperoxy)phthalate (UN No. no longer in use)[1]
2108,?,(UN No. no longer in use) Di-(tert-butylperoxy)phthalate (UN No. no longer in use)[1]
2109,?,(UN No. no longer in use)
2110,?,(UN No. no longer in use) tert-Butyl peroxypivalate (UN No. no longer in use)[1]
2111,?,"(UN No. no longer in use) 2,2-Di-(tert-butylperoxy)butane (UN No. no longer in use)[1]"
2112,?,"(UN No. no longer in use) 1,3-Di-(2-tert-butylperoxyisopropyl)benzene, or 1,4-Di-(2-tert-butylperoxyisopropyl)benzene, or 1,3-Di-(2-tert-butylperoxyisopropyl)benzene and 1,4-Di-(tert-butylperoxyisopropyl)benzene mixtures (UN No. no longer in use)[1]"
2113,?,(UN No. no longer in use) Di-(4-chlorobenzoyl)peroxide or p-Chlorobenzoyl peroxide (UN No. no longer in use)[1]
2114,?,(UN No. no longer in use) Di-(4-chlorobenzoyl)peroxide or p-Chlorobenzoyl peroxide (UN No. no longer in use)[1]
2115,?,(UN No. no longer in use) Di-(4-chlorobenzoyl)peroxide or p-Chlorobenzoyl peroxide (UN No. no longer in use)[1]
2116,?,(UN No. no longer in use) Cumene hydroperoxide or Cumyl hydroperoxide (UN No. no longer in use)[1]
2117,?,(UN No. no longer in use) Cyclohexanone peroxides (UN No. no longer in use)[1]
2118,?,(UN No. no longer in use) Cyclohexanone peroxides (UN No. no longer in use)[1]
2119,?,(UN No. no longer in use) Cyclohexanone peroxides (UN No. no longer in use)[1]
2120,?,(UN No. no longer in use) Decanoyl peroxide or Didecanoyl peroxide (UN No. no longer in use)[1]
2121,?,"(UN No. no longer in use) Dicumyl peroxide, dry (UN No. no longer in use)[1]"
2122,?,(UN No. no longer in use) Di-(2-ethylhexyl)peroxydicarbonate (UN No. no longer in use)[1]
2123,?,(UN No. no longer in use) Di-(2-ethylhexyl)peroxydicarbonate (UN No. no longer in use)[1]
2124,?,(UN No. no longer in use) Lauroyl peroxide or Dilauroyl peroxide (UN No. no longer in use)[1]
2125,?,(UN No. no longer in use) p-Menthane hydroperoxide (UN No. no longer in use)[1]
2126,?,(UN No. no longer in use) Methyl isobutyl ketone peroxide (UN No. no longer in use)[1]
2127,?,(UN No. no longer in use) Ethyl methyl ketone peroxides (UN No. no longer in use)[1]
2128,?,"(UN No. no longer in use) Di-(3,5,5-trimethylhexanoyl)peroxide or Isononanyl peroxide (UN No. no longer in use)[1]"
2129,?,(UN No. no longer in use) Di-n-octanoyl peroxide or n-Octanoyl peroxide (UN No. no longer in use)[1]
2130,?,(UN No. no longer in use) Pelargonyl peroxide (UN No. no longer in use)[1]
2131,?,(UN No. no longer in use) Peroxyacetic acid (UN No. no longer in use)[1]
2132,?,(UN No. no longer in use) Dipropionyl peroxide or Propionyl peroxide (UN No. no longer in use)[1]
2133,?,(UN No. no longer in use) Diisopropyl peroxydicarbonate or Isopropyl peroxydicarbonate (UN No. no longer in use)[1]
2134,?,(UN No. no longer in use) Diisopropyl peroxydicarbonate or Isopropyl peroxydicarbonate (UN No. no longer in use)[1]
2135,?,(UN No. no longer in use) Disuccinic acid peroxide or Succinic acid peroxide (UN No. no longer in use)[1]
2136,?,(UN No. no longer in use) Tetralin hydroperoxide (UN No. no longer in use)[1]
2137,?,"(UN No. no longer in use) 2,4-Dichlorobenzoyl peroxide (UN No. no longer in use)[1]"
2138,?,"(UN No. no longer in use) 2,4-Dichlorobenzoyl peroxide (UN No. no longer in use)[1]"
2139,?,"(UN No. no longer in use) 2,4-Dichlorobenzoyl peroxide (UN No. no longer in use)[1]"
2140,?,"(UN No. no longer in use) n-Butyl-4,4-di-(tert-butylperoxy)valerate (UN No. no longer in use)[1]"
2141,?,"(UN No. no longer in use) n-Butyl-4,4-di-(tert-butylperoxy)valerate (UN No. no longer in use)[1]"
2142,?,(UN No. no longer in use) tert-Butyl peroxyisobutyrate (UN No. no longer in use)[1]
2143,?,(UN No. no longer in use) tert-Butyl peroxy-2-ethylhexanoate (UN No. no longer in use)[1]
2144,?,(UN No. no longer in use) tert-Butyl peroxydiethylacetate (UN No. no longer in use)[1]
2145,?,"(UN No. no longer in use) 1,1-Di-(tert-butylperoxy)-3,3,5-trimethyl cyclohexane (UN No. no longer in use)[1]"
2146,?,"(UN No. no longer in use) 1,1-Di-(tert-butylperoxy)-3,3,5-trimethyl cyclohexane (UN No. no longer in use)[1]"
2147,?,"(UN No. no longer in use) 1,1-Di-(tert-butylperoxy)-3,3,5-trimethyl cyclohexane (UN No. no longer in use)[1]"
2148,?,(UN No. no longer in use) Di-(1-hydroxycyclohexyl)peroxide (UN No. no longer in use)[1]
2149,?,(UN No. no longer in use) Dibenzyl peroxydicarbonate (UN No. no longer in use)[1]
2150,?,(UN No. no longer in use) Di-sec-butyl peroxydicarbonate (UN No. no longer in use)[1]
2151,?,(UN No. no longer in use) Di-sec-butyl peroxydicarbonate (UN No. no longer in use)[1]
2152,?,(UN No. no longer in use) Dicyclohexyl peroxydicarbonate (UN No. no longer in use)[1]
2153,?,(UN No. no longer in use) Dicyclohexyl peroxydicarbonate]] (UN No. no longer in use)[1]
2154,?,(UN No. no longer in use) Di-(4-tert-butylcyclohexyl)peroxydicarbonate (UN No. no longer in use)[1]
2155,?,"(UN No. no longer in use) 2,5-Dimethyl-2,5-di-(tert-butylperoxy)hexane (UN No. no longer in use)[1]"
2156,?,"(UN No. no longer in use) 2,5-Dimethyl-2,5-di-(tert-butylperoxy)hexane (UN No. no longer in use)[1]"
2157,?,"(UN No. no longer in use) 2,5-Dimethyl-2,5-di-(2-ethylhexanoylperoxy)hexane (UN No. no longer in use)[1]"
2158,?,"(UN No. no longer in use) 2,5-Dimethyl-2,5-di-(tert-butylperoxy)hexyne-3 (UN No. no longer in use)[1]"
2159,?,"(UN No. no longer in use) 2,5-Dimethyl-2,5-di-(tert-butylperoxy)hexyne-3 (UN No. no longer in use)[1]"
2160,?,"(UN No. no longer in use) 1,1,3,3-Tetramethyl butyl hydroperoxide (UN No. no longer in use)[1]"
2161,?,"(UN No. no longer in use) 1,1,3,3-Tetramethyl butyl peroxy-2-ethylhexanoate (UN No. no longer in use)[1]"
2162,?,(UN No. no longer in use) Pinane hydroperoxide or Pinanyl hydroperoxide or Pinane hydroperoxide solution (UN No. no longer in use)[1]
2163,?,(UN No. no longer in use) Diacetone alcohol peroxides (UN No. no longer in use)[1]
2164,?,(UN No. no longer in use) Dicetyl peroxydicarbonate (UN No. no longer in use)[1]
2165,?,"(UN No. no longer in use) 3,3,6,6,9,9-Hexamethyl-1,2,4,5-tetraoxacyclononane (UN No. no longer in use)[1]"
2166,?,"(UN No. no longer in use) 3,3,6,6,9,9-Hexamethyl-1,2,4,5-tetraoxacyclononane (UN No. no longer in use)[1]"
2167,?,"(UN No. no longer in use) 3,3,6,6,9,9-Hexamethyl-1,2,4,5-tetraoxacyclononane (UN No. no longer in use)[1]"
2168,?,"(UN No. no longer in use) 2,2-Di-(4,4-di-tert-butylperoxycyclohexyl)propane (UN No. no longer in use)[1]"
2169,?,(UN No. no longer in use) n-Butyl peroxydicarbonate (UN No. no longer in use)[1]
2170,?,(UN No. no longer in use) n-Butyl peroxydicarbonate (UN No. no longer in use)[1]
2171,?,(UN No. no longer in use) Diisopropylbenzene hydroperoxide or Diisopropylbenzene hydroperoxide solution (UN No. no longer in use)[1]
2172,?,"(UN No. no longer in use) 2,5-Dimethyl-2,5-di-(benzoylperoxy)hexane (UN No. no longer in use)[1]"
2173,?,"(UN No. no longer in use) 2,5-Dimethyl-2,5-di-(benzoylperoxy)hexane (UN No. no longer in use)[1]"
2174,?,"(UN No. no longer in use) 2,5-Dimethyl-2,5-dihydroperoxyhexane (UN No. no longer in use)[1]"
2175,?,(UN No. no longer in use) Diethyl peroxydicarbonate (UN No. no longer in use)[1]
2176,?,(UN No. no longer in use) Di-n-propyl peroxydicarbonate (UN No. no longer in use)[1]
2177,?,(UN No. no longer in use) tert-Butyl peroxyneodecanoate (UN No. no longer in use)[1]
2178,?,"(UN No. no longer in use) 2,2-Dihydroperoxy propane (UN No. no longer in use)[1]"
