numero_onu,classificacao_onu,grupo_embalagem,descricao
1357,4.1,I,"HARNSTOFFNITRAT, ANGEFEUCHTET mit mindestens 20 Masse-% Wasser"
1358,4.1,II,"ZIRKONIUM-PULVER, ANGEFEUCHTET mit mindestens 25 % Wasser"
1360,4.3,I,CALCIUMPHOSPHID
1361,4.2,II,"KOHLE oder RUSS, tierischen oder pflanzlichen Ursprungs"
1361,4.2,III,"KOHLE oder RUSS, tierischen oder pflanzlichen Ursprungs"
1362,4.2,III,"KOHLE, AKTIVIERT"
1363,4.2,III,KOPRA
1364,4.2,III,"BAUMWOLLABFÄLLE, ÖLHALTIG"
1365,4.2,III,"BAUMWOLLE, NASS"
1369,4.2,II,p-NITROSODIMETHYLANILIN
1372,4.2,UNTERLIEGT NICHT DEN VORSCHRIFTEN DES ADR,"Fasern, tierischen Ursprungs oder Fasern, pflanzlichen Ursprungs, gebrannt, nass oder feucht"
1373,4.2,III,"FASERN oder GEWEBE, TIERISCHEN oder PFLANZLICHEN oder SYNTHETISCHEN URSPRUNGS, N.A.G., imprägniert mit Öl"
1374,4.2,II,"FISCHMEHL (FISCHABFALL), NICHT STABILISIERT"
1376,4.2,III,"EISENOXID, GEBRAUCHT oder EISEN-SCHWAMM, GEBRAUCHT, aus der Kokereigasreinigung"
1378,4.2,II,"METALLKATALYSATOR, ANGEFEUCHTET mit einem sichtbaren Überschuss an Flüssigkeit"
1379,4.2,III,"PAPIER, MIT UNGESÄTTIGTEN ÖLEN BEHANDELT, unvollständig getrocknet (auch Kohlepapier)"
1380,4.2,I,PENTABORAN
1381,4.2,I,"PHOSPHOR, WEISS oder GELB, UNTER WASSER oder IN LÖSUNG"
1381,4.2,I,"PHOSPHOR, WEISS oder GELB, TROCKEN"
1382,4.2,II,"KALIUMSULFID, WASSERFREI oder KALIUMSULFID mit weniger als 30 % Kristallwasser"
1383,4.2,I,"PYROPHORES METALL, N.A.G. oder PYROPHORE LEGIERUNG, N.A.G."
1384,4.2,II,NATRIUMDITHIONIT (NATRIUMHYDROSULFIT)
1385,4.2,II,"NATRIUMSULFID, WASSERFREI oder NATRIUMSULFID mit weniger als 30 % Kristallwasser"
1386,4.2,III,"ÖLSAATKUCHEN mit mehr als 1,5 Masse-% Öl und höchstens 11 Masse-% Feuchtigkeit"
1387,4.2,UNTERLIEGT NICHT DEN VORSCHRIFTEN DES ADR,"Wollabfälle, nass"
1389,4.3,I,"ALKALIMETALLAMALGAM, FLÜSSIG"
1390,4.3,II,ALKALIMETALLAMIDE
1391,4.3,I,ALKALIMETALLDISPERSION oder ERDALKALIMETALLDISPERSION
1392,4.3,I,"ERDALKALIMETALLAMALGAM, FLÜSSIG"
1393,4.3,II,"ERDALKALIMETALLLEGIERUNG, N.A.G."
1394,4.3,II,ALUMINIUMCARBID
1395,4.3,II,ALUMINIUMFERROSILICIUMPULVER
1396,4.3,II,"ALUMINIUM-PULVER, NICHT ÜBERZOGEN"
1396,4.3,III,"ALUMINIUM-PULVER, NICHT ÜBERZOGEN"
1397,4.3,I,ALUMINIUMPHOSPHID
1398,4.3,III,"ALUMINIUMSILICIUMPULVER, NICHT ÜBERZOGEN"
1400,4.3,II,BARIUM
1401,4.3,II,CALCIUM
1402,4.3,I,CALCIUMCARBID
1402,4.3,II,CALCIUMCARBID
1403,4.3,III,"CALCIUMCYANAMID mit mehr als 0,1 Masse-% Calciumcarbid"
1404,4.3,I,CALCIUMHYDRID
1405,4.3,II,CALCIUMSILICID
1405,4.3,III,CALCIUMSILICID
1407,4.3,I,CAESIUM
1408,4.3,III,"FERROSILICIUM mit mindestens 30 Masse-%, aber weniger als 90 Masse-% Silicium"
1409,4.3,I,"METALLHYDRIDE, MIT WASSER REAGIEREND, N.A.G."
1409,4.3,II,"METALLHYDRIDE, MIT WASSER REAGIEREND, N.A.G."
1410,4.3,I,LITHIUMALUMINIUMHYDRID
1411,4.3,I,LITHIUMALUMINIUMHYDRID IN ETHER
1413,4.3,I,LITHIUMBORHYDRID
1414,4.3,I,LITHIUMHYDRID
1415,4.3,I,LITHIUM
1417,4.3,II,LITHIUMSILICIUM
1418,4.3,I,MAGNESIUM-PULVER oder MAGNESIUMLEGIERUNGSPULVER
1418,4.3,II,MAGNESIUM-PULVER oder MAGNESIUMLEGIERUNGSPULVER
1418,4.3,III,MAGNESIUM-PULVER oder MAGNESIUMLEGIERUNGSPULVER
1419,4.3,I,MAGNESIUMALUMINIUMPHOSPHID
1420,4.3,I,"KALIUMMETALLLEGIERUNGEN, FLÜSSIG"
1421,4.3,I,"ALKALIMETALLLEGIERUNG, FLÜSSIG, N.A.G."
1422,4.3,I,"KALIUM-NATRIUMLEGIERUNGEN, FLÜSSIG"
1423,4.3,I,RUBIDIUM
1426,4.3,I,NATRIUMBORHYDRID
1427,4.3,I,NATRIUMHYDRID
1428,4.3,I,NATRIUM
1431,4.2,II,NATRIUMMETHYLAT
1432,4.3,I,NATRIUMPHOSPHID
1433,4.3,I,ZINNPHOSPHIDE
1435,4.3,III,ZINK-ASCHEN
1436,4.3,I,ZINK-PULVER oder ZINKSTAUB
1436,4.3,II,ZINK-PULVER oder ZINKSTAUB
1436,4.3,III,ZINK-PULVER oder ZINKSTAUB
1437,4.1,II,ZIRKONIUMHYDRID
1438,5.1,III,ALUMINIUMNITRAT
1439,5.1,II,AMMONIUMDICHROMAT
1442,5.1,II,AMMONIUMPERCHLORAT
1444,5.1,III,AMMONIUMPERSULFAT
1445,5.1,II,"BARIUMCHLORAT, FEST"
1446,5.1,II,BARIUMNITRAT
1447,5.1,II,"BARIUMPERCHLORAT, FEST"
1448,5.1,II,BARIUMPERMANGANAT
1449,5.1,II,BARIUMPEROXID
1450,5.1,II,"BROMATE, ANORGANISCHE, N.A.G."
1451,5.1,III,CAESIUMNITRAT
1452,5.1,II,CALCIUMCHLORAT
1453,5.1,II,CALCIUMCHLORIT
1454,5.1,III,CALCIUMNITRAT
1455,5.1,II,CALCIUMPERCHLORAT
1456,5.1,II,CALCIUMPERMANGANAT
1457,5.1,II,CALCIUMPEROXID
1458,5.1,II,"CHLORAT UND BORAT, MISCHUNG"
1458,5.1,III,"CHLORAT UND BORAT, MISCHUNG"
1459,5.1,II,"CHLORAT UND MAGNESIUMCHLORID, MISCHUNG, FEST"
1459,5.1,III,"CHLORAT UND MAGNESIUMCHLORID, MISCHUNG, FEST"
1461,5.1,II,"CHLORATE, ANORGANISCHE, N.A.G."
1462,5.1,II,"CHLORITE, ANORGANISCHE, N.A.G."
1463,5.1,II,"CHROMTRIOXID, WASSERFREI"
1465,5.1,III,DIDYMIUMNITRAT
1466,5.1,III,EISEN(III)NITRAT
1467,5.1,III,GUANIDINNITRAT
1469,5.1,II,BLEINITRAT
1470,5.1,II,"BLEIPERCHLORAT, FEST"
1471,5.1,II,"LITHIUMHYPOCHLORIT, TROCKEN oder LITHIUMHYPOCHLORIT, MISCHUNG"
1471,5.1,III,"LITHIUMHYPOCHLORIT, TROCKEN oder LITHIUMHYPOCHLORIT, MISCHUNG"
1472,5.1,II,LITHIUMPEROXID
1473,5.1,II,MAGNESIUMBROMAT
1474,5.1,III,MAGNESIUMNITRAT
1475,5.1,II,MAGNESIUMPERCHLORAT
1476,5.1,II,MAGNESIUMPEROXID
1477,5.1,II,"NITRATE, ANORGANISCHE, N.A.G."
1477,5.1,III,"NITRATE, ANORGANISCHE, N.A.G."
1479,5.1,I,"ENTZÜNDEND (OXIDIEREND) WIRKENDER FESTER STOFF, N.A.G."
1479,5.1,II,"ENTZÜNDEND (OXIDIEREND) WIRKENDER FESTER STOFF, N.A.G."
1479,5.1,III,"ENTZÜNDEND (OXIDIEREND) WIRKENDER FESTER STOFF, N.A.G."
1481,5.1,II,"PERCHLORATE, ANORGANISCHE, N.A.G."
1481,5.1,III,"PERCHLORATE, ANORGANISCHE, N.A.G."
1482,5.1,II,"PERMANGANATE, ANORGANISCHE, N.A.G."
1482,5.1,III,"PERMANGANATE, ANORGANISCHE, N.A.G."
1483,5.1,II,"PEROXIDE, ANORGANISCHE, N.A.G."
1483,5.1,III,"PEROXIDE, ANORGANISCHE, N.A.G."
1484,5.1,II,KALIUMBROMAT
1485,5.1,II,KALIUMCHLORAT
1486,5.1,III,KALIUMNITRAT
1487,5.1,II,"KALIUMNITRAT UND NATRIUMNITRIT, MISCHUNG"
1488,5.1,II,KALIUMNITRIT
1489,5.1,II,KALIUMPERCHLORAT
1490,5.1,II,KALIUMPERMANGANAT
1491,5.1,I,KALIUMPEROXID
1492,5.1,III,KALIUMPERSULFAT
1493,5.1,II,SILBERNITRAT
1494,5.1,II,NATRIUMBROMAT
1495,5.1,II,NATRIUMCHLORAT
1496,5.1,II,NATRIUMCHLORIT
1498,5.1,III,NATRIUMNITRAT
1499,5.1,III,"NATRIUMNITRAT UND KALIUMNITRAT, MISCHUNG"
1500,5.1,III,NATRIUMNITRIT
1502,5.1,II,NATRIUMPERCHLORAT
1503,5.1,II,NATRIUMPERMANGANAT
1504,5.1,I,NATRIUMPEROXID
1505,5.1,III,NATRIUMPERSULFAT
1506,5.1,II,STRONTIUMCHLORAT
1507,5.1,III,STRONTIUMNITRAT
1508,5.1,II,STRONTIUMPERCHLORAT
1509,5.1,II,STRONTIUMPEROXID
1510,6.1,I,TETRANITROMETHAN
1511,5.1,III,HARNSTOFFWASSERSTOFF PEROXID
1512,5.1,II,ZINKAMMONIUMNITRIT
1513,5.1,II,ZINKCHLORAT
1514,5.1,II,ZINKNITRAT
1515,5.1,II,ZINKPERMANGANAT
1516,5.1,II,ZINKPEROXID
1517,4.1,I,"ZIRKONIUMPIKRAMAT, ANGEFEUCHTET mit mindestens 20 Masse-% Wasser"
1541,6.1,I,"ACETONCYANHYDRIN, STABILISIERT"
1544,6.1,I,"ALKALOIDE, FEST, N.A.G. oder ALKALOIDSALZE, FEST, N.A.G."
1544,6.1,II,"ALKALOIDE, FEST, N.A.G. oder ALKALOIDSALZE, FEST, N.A.G."
1544,6.1,III,"ALKALOIDE, FEST, N.A.G. oder ALKALOIDSALZE, FEST, N.A.G."
1545,6.1,II,"ALLYLISOTHIOCYANAT, STABILISIERT"
1546,6.1,II,AMMONIUMARSENAT
1547,6.1,II,ANILIN
1548,6.1,III,ANILINHYDROCHLORID
1549,6.1,III,"ANORGANISCHE ANTIMONVERBINDUNG, FEST, N.A.G."
1550,6.1,III,ANTIMONLAKTAT
1551,6.1,III,ANTIMONYLKALIUMTARTRAT
1553,6.1,I,"ARSENSÄURE, FLÜSSIG"
1554,6.1,II,"ARSENSÄURE, FEST"
1555,6.1,II,ARSENBROMID
1556,6.1,I,"ARSENVERBINDUNG, FLÜSSIG, N.A.G., anorganisch, einschliesslich Arsenate, n.a.g., Arsenite, n.a.g. und Arsensulfide, n.a.g."
1556,6.1,II,"ARSENVERBINDUNG, FLÜSSIG, N.A.G., anorganisch, einschliesslich Arsenate, n.a.g., Arsenite, n.a.g. und Arsensulfide, n.a.g."
1556,6.1,III,"ARSENVERBINDUNG, FLÜSSIG, N.A.G., anorganisch, einschliesslich Arsenate, n.a.g., Arsenite, n.a.g. und Arsensulfide, n.a.g."
1557,6.1,I,"ARSENVERBINDUNG, FEST, N.A.G., anorganisch, einschliesslich Arsenate, n.a.g., Arsenite, n.a.g. und Arsensulfide, n.a.g."
1557,6.1,II,"ARSENVERBINDUNG, FEST, N.A.G., anorganisch, einschliesslich Arsenate, n.a.g., Arsenite, n.a.g. und Arsensulfide, n.a.g."
1557,6.1,III,"ARSENVERBINDUNG, FEST, N.A.G., anorganisch, einschliesslich Arsenate, n.a.g., Arsenite, n.a.g. und Arsensulfide, n.a.g."
1558,6.1,II,ARSEN
1559,6.1,II,ARSENPENTOXID
1560,6.1,I,ARSENTRICHLORID
1561,6.1,II,ARSENTRIOXID
1562,6.1,II,ARSEN-STAUB
1564,6.1,II,"BARIUMVERBINDUNG, N.A.G."
1564,6.1,III,"BARIUMVERBINDUNG, N.A.G."
1565,6.1,I,BARIUMCYANID
1566,6.1,II,"BERYLLIUMVERBINDUNG, N.A.G."
1566,6.1,III,"BERYLLIUMVERBINDUNG, N.A.G."
1567,6.1,II,BERYLLIUM-PULVER
1569,6.1,II,BROMACETON
1570,6.1,I,BRUCIN
1571,4.1,I,"BARIUMAZID, ANGEFEUCHTET mit mindestens 50 Masse-% Wasser"
1572,6.1,II,KAKODYLSÄURE
1573,6.1,II,CALCIUMARSENAT
1574,6.1,II,"CALCIUMARSENAT UND CALCIUMARSENIT, MISCHUNG, FEST"
1575,6.1,I,CALCIUMCYANID
1577,6.1,II,"CHLORDINITROBENZENE, FLÜSSIG"
1578,6.1,II,"CHLORNITROBENZENE, FEST"
1579,6.1,III,"4-CHLOR-o-TOLUIDINHYDROCHLORID, FEST"
1580,6.1,I,CHLORPIKRIN
1581,2,,"CHLORPIKRIN UND METHYLBROMID, GEMISCH mit mehr als 2 % Chlorpikrin"
1582,2,,"CHLORPIKRIN UND METHYLCHLORID, GEMISCH"
1583,6.1,I,"CHLORPIKRIN, MISCHUNG, N.A.G."
1583,6.1,II,"CHLORPIKRIN, MISCHUNG, N.A.G."
1583,6.1,III,"CHLORPIKRIN, MISCHUNG, N.A.G."
1585,6.1,II,KUPFERACETOARSENIT
1586,6.1,II,KUPFERARSENIT
1587,6.1,II,KUPFERCYANID
1588,6.1,I,"CYANIDE, ANORGANISCH, FEST, N.A.G."
1588,6.1,II,"CYANIDE, ANORGANISCH, FEST, N.A.G."
1588,6.1,III,"CYANIDE, ANORGANISCH, FEST, N.A.G."
1589,2,,"CHLORCYAN, STABILISIERT"
1590,6.1,II,"DICHLORANILINE, FLÜSSIG"
1591,6.1,III,o-DICHLORBENZEN
1593,6.1,III,DICHLORMETHAN
1594,6.1,II,DIETHYLSULFAT
1595,6.1,I,DIMETHYLSULFAT
1596,6.1,II,DINITROANILINE
1597,6.1,II,"DINITROBENZENE, FLÜSSIG"
1597,6.1,III,"DINITROBENZENE, FLÜSSIG"
1598,6.1,II,DINITRO-o-CRESOL
1599,6.1,II,"DINITROPHENOL, LÖSUNG"
1599,6.1,III,"DINITROPHENOL, LÖSUNG"
1600,6.1,II,"DINITROTOLUENE, GESCHMOLZEN"
1601,6.1,I,"DESINFEKTIONSMITTEL, FEST, GIFTIG, N.A.G."
1601,6.1,II,"DESINFEKTIONSMITTEL, FEST, GIFTIG, N.A.G."
1601,6.1,III,"DESINFEKTIONSMITTEL, FEST, GIFTIG, N.A.G."
1602,6.1,I,"FARBSTOFF, FLÜSSIG, GIFTIG, N.A.G. oder FARBSTOFFZWISCHENPRODUKT, FLÜSSIG, GIFTIG, N.A.G."
1602,6.1,II,"FARBSTOFF, FLÜSSIG, GIFTIG, N.A.G. oder FARBSTOFFZWISCHENPRODUKT, FLÜSSIG, GIFTIG, N.A.G."
1602,6.1,III,"FARBSTOFF, FLÜSSIG, GIFTIG, N.A.G. oder FARBSTOFFZWISCHENPRODUKT, FLÜSSIG, GIFTIG, N.A.G."
1603,6.1,II,ETHYLBROMACETAT
1604,8,II,ETHYLENDIAMIN
1605,6.1,I,ETHYLENDIBROMID
1606,6.1,II,EISEN(III)ARSENAT
1607,6.1,II,EISEN(III)ARSENIT
1608,6.1,II,EISEN(II)ARSENAT
1611,6.1,II,HEXAETHYLTETRAPHOSPHAT
1612,2,,"HEXAETHYLTETRAPHOSPHAT UND VERDICHTETES GAS, GEMISCH"
1613,6.1,I,"CYANWASSERSTOFF, WÄSSERIGE LÖSUNG (CYANWASSERSTOFFSÄURE, WÄSSERIGE LÖSUNG) mit höchstens 20 % Cyanwasserstoff"
1614,6.1,I,"CYANWASSERSTOFF, STABILISIERT, mit weniger als 3 % Wasser und aufgesaugt durch ein inertes poröses Material"
1616,6.1,III,BLEIACETAT
1617,6.1,II,BLEIARSENATE
1618,6.1,II,BLEIARSENITE
1620,6.1,II,BLEICYANID
1621,6.1,II,LONDON PURPLE
1622,6.1,II,MAGNESIUMARSENAT
1623,6.1,II,QUECKSILBER(II)ARSENAT
1624,6.1,II,QUECKSILBER(II)CHLORID
1625,6.1,II,QUECKSILBER(II)NITRAT
1626,6.1,I,KALIUMQUECKSILBER(II)CYANID
1627,6.1,II,QUECKSILBER(I)NITRAT
1629,6.1,II,QUECKSILBERACETAT
1630,6.1,II,QUECKSILBER(II)AMMONIUMCHLORID
1631,6.1,II,QUECKSILBER(II)BENZOAT
1634,6.1,II,QUECKSILBERBROMIDE
1636,6.1,II,QUECKSILBERCYANID
1637,6.1,II,QUECKSILBERGLUCONAT
1638,6.1,II,QUECKSILBERIODID
1639,6.1,II,QUECKSILBERNUCLEAT
1640,6.1,II,QUECKSILBEROLEAT
1641,6.1,II,QUECKSILBEROXID
1642,6.1,II,"QUECKSILBEROXYCYANID, DESENSIBILISIERT"
1643,6.1,II,KALIUMQUECKSILBER(II)IODID
1644,6.1,II,QUECKSILBERSALICYLAT
1645,6.1,II,QUECKSILBERSULFAT
1646,6.1,II,QUECKSILBERTHIOCYANAT
1647,6.1,I,"METHYLBROMID UND ETHYLENDIBROMID, MISCHUNG, FLÜSSIG"
1648,3,II,ACETONITRIL
1649,6.1,I,ANTIKLOPFMISCHUNG FÜR MOTORKRAFTSTOFF
1650,6.1,II,"beta-NAPHTHYLAMIN, FEST"
1651,6.1,II,NAPHTHYLTHIOHARNSTOFF
1652,6.1,II,NAPHTHYLHARNSTOFF
1653,6.1,II,NICKELCYANID
1654,6.1,II,NICOTIN
1655,6.1,I,"NICOTINVERBINDUNG, FEST, N.A.G. oder NICOTINZUBEREITUNG, FEST, N.A.G."
1655,6.1,II,"NICOTINVERBINDUNG, FEST, N.A.G. oder NICOTINZUBEREITUNG, FEST, N.A.G."
1655,6.1,III,"NICOTINVERBINDUNG, FEST, N.A.G. oder NICOTINZUBEREITUNG, FEST, N.A.G."
1656,6.1,II,"NICOTINHYDROCHLORID, FLÜSSIG oder NICOTINHYDROCHLORID, LÖSUNG"
1656,6.1,III,"NICOTINHYDROCHLORID, FLÜSSIG oder NICOTINHYDROCHLORID, LÖSUNG"
1657,6.1,II,NICOTINSALICYLAT
1658,6.1,II,"NICOTINSULFAT, LÖSUNG"
1658,6.1,III,"NICOTINSULFAT, LÖSUNG"
1659,6.1,II,NICOTINTARTRAT
1660,2,,"STICKSTOFFMONOXID, VERDICHTET (STICKSTOFFOXID, VERDICHTET)"
1661,6.1,II,"NITROANILINE (o-, m-, p-)"
1662,6.1,II,NITROBENZEN
1663,6.1,III,"NITROPHENOLE (o-, m-, p-)"
1664,6.1,II,"NITROTOLUENE, FLÜSSIG"
1665,6.1,II,"NITROXYLENE, FLÜSSIG"
1669,6.1,II,PENTACHLORETHAN
1670,6.1,I,PERCHLORMETHYLMERCAPTAN
1671,6.1,II,"PHENOL, FEST"
1672,6.1,I,PHENYLCARBYLAMINCHLORID
1673,6.1,III,"PHENYLENDIAMINE (o-, m-, p-)"
1674,6.1,II,PHENYLQUECKSILBER(II)ACETAT
1677,6.1,II,KALIUMARSENAT
1678,6.1,II,KALIUMARSENIT
1679,6.1,II,KALIUMKUPFER(I)CYANID
1680,6.1,I,"KALIUMCYANID, FEST"
1683,6.1,II,SILBERARSENIT
1684,6.1,II,SILBERCYANID
1685,6.1,II,NATRIUMARSENAT
1686,6.1,II,"NATRIUMARSENIT, WÄSSERIGE LÖSUNG"
1686,6.1,III,"NATRIUMARSENIT, WÄSSERIGE LÖSUNG"
1687,6.1,II,NATRIUMAZID
1688,6.1,II,NATRIUMKAKODYLAT
1689,6.1,I,"NATRIUMCYANID, FEST"
1690,6.1,III,"NATRIUMFLUORID, FEST"
1691,6.1,II,STRONTIUMARSENIT
1692,6.1,I,STRYCHNIN oder STRYCHNINSALZE
1693,6.1,I,"STOFF ZUR HERSTELLUNG VON TRÄNENGASEN, FLÜSSIG, N.A.G."
1693,6.1,II,"STOFF ZUR HERSTELLUNG VON TRÄNENGASEN, FLÜSSIG, N.A.G."
1694,6.1,I,"BROMBENZYLCYANIDE, FLÜSSIG"
1695,6.1,I,"CHLORACETON, STABILISIERT"
1697,6.1,II,"CHLORACETOPHENON, FEST"
1698,6.1,I,DIPHENYLAMINOCHLORARSIN
1699,6.1,I,"DIPHENYLCHLORARSIN, FLÜSSIG"
1700,6.1,,TRÄNENGAS-KERZEN
1701,6.1,II,"XYLYLBROMID, FLÜSSIG"
1702,6.1,II,"1,1,2,2-TETRACHLORETHAN"
1704,6.1,II,TETRAETHYLDITHIOPYROPHOSPHAT
1707,6.1,II,"THALLIUMVERBINDUNG, N.A.G."
1708,6.1,II,"TOLUIDINE, FLÜSSIG"
1709,6.1,III,"2,4-TOLUYLENDIAMIN, FEST"
1710,6.1,III,TRICHLORETHYLEN
1711,6.1,II,"XYLIDINE, FLÜSSIG"
1712,6.1,II,"ZINKARSENAT oder ZINKARSENIT oder ZINKARSENAT UND ZINKARSENIT, MISCHUNG"
1713,6.1,I,ZINKCYANID
1714,4.3,I,ZINKPHOSPHID
1715,8,II,ESSIGSÄUREANHYDRID
1716,8,II,ACETYLBROMID
1717,3,II,ACETYLCHLORID
1718,8,III,BUTYLPHOSPHAT
1719,8,II,"ÄTZENDER ALKALISCHER FLÜSSIGER STOFF, N.A.G."
1719,8,III,"ÄTZENDER ALKALISCHER FLÜSSIGER STOFF, N.A.G."
1722,6.1,I,ALLYLCHLORFORMIAT
1723,3,II,ALLYLIODID
1724,8,II,"ALLYLTRICHLORSILAN, STABILISIERT"
1725,8,II,"ALUMINIUMBROMID, WASSERFREI"
1726,8,II,"ALUMINIUMCHLORID, WASSERFREI"
1727,8,II,"AMMONIUMHYDROGENDIFLUORID, FEST"
1728,8,II,AMYLTRICHLORSILAN
1729,8,II,ANISOYLCHLORID
1730,8,II,"ANTIMONPENTACHLORID, FLÜSSIG"
1731,8,II,"ANTIMONPENTACHLORID, LÖSUNG"
1731,8,III,"ANTIMONPENTACHLORID, LÖSUNG"
1732,8,II,ANTIMONPENTAFLUORID
1733,8,II,ANTIMONTRICHLORID
1736,8,II,BENZOYLCHLORID
1737,6.1,II,BENZYLBROMID
1738,6.1,II,BENZYLCHLORID
1739,8,I,BENZYLCHLORFORMIAT
1740,8,II,"HYDROGENDIFLUORIDE, FEST, N.A.G."
1740,8,III,"HYDROGENDIFLUORIDE, FEST, N.A.G."
1741,2,,BORTRICHLORID
1742,8,II,"BORTRIFLUORIDESSIGSÄURE-KOMPLEX, FLÜSSIG"
1743,8,II,"BORTRIFLUORIDPROPIONSÄURE-KOMPLEX, FLÜSSIG"
1744,8,I,"BROM oder BROM, LÖSUNG"
1745,5.1,I,BROMPENTAFLUORID
1746,5.1,I,BROMTRIFLUORID
1747,8,II,BUTYLTRICHLORSILAN
1748,5.1,II,"CALCIUMHYPOCHLORIT, TROCKEN oder CALCIUMHYPOCHLORIT, MISCHUNG, TROCKEN, mit mehr als 39 % aktivem Chlor (8,8 % aktivem Sauerstoff)"
1748,5.1,III,"CALCIUMHYPOCHLORIT, TROCKEN oder CALCIUMHYPOCHLORIT, MISCHUNG, TROCKEN, mit mehr als 39 % aktivem Chlor (8,8 % aktivem Sauerstoff)"
1749,2,,CHLORTRIFLUORID
1750,6.1,II,"CHLORESSIGSÄURE, LÖSUNG"
1751,6.1,II,"CHLORESSIGSÄURE, FEST"
1752,6.1,I,CHLORACETYLCHLORID
1753,8,II,CHLORPHENYLTRICHLORSILAN
1754,8,I,CHLORSULFONSÄURE mit oder ohne Schwefeltrioxid
1755,8,II,"CHROMSÄURE, LÖSUNG"
1755,8,III,"CHROMSÄURE, LÖSUNG"
1756,8,II,"CHROMFLUORID, FEST"
1757,8,II,"CHROMFLUORID, LÖSUNG"
1757,8,III,"CHROMFLUORID, LÖSUNG"
1758,8,I,CHROMOXYCHLORID
1759,8,I,"ÄTZENDER FESTER STOFF, N.A.G."
1759,8,II,"ÄTZENDER FESTER STOFF, N.A.G."
1759,8,III,"ÄTZENDER FESTER STOFF, N.A.G."
1760,8,I,"ÄTZENDER FLÜSSIGER STOFF, N.A.G."
1760,8,II,"ÄTZENDER FLÜSSIGER STOFF, N.A.G."
1760,8,III,"ÄTZENDER FLÜSSIGER STOFF, N.A.G."
1761,8,II,"KUPFERETHYLENDIAMIN, LÖSUNG"
1761,8,III,"KUPFERETHYLENDIAMIN, LÖSUNG"
1762,8,II,CYCLOHEXENYLTRICHLORSILAN
1763,8,II,CYCLOHEXYLTRICHLORSILAN
1764,8,II,DICHLORESSIGSÄURE
1765,8,II,DICHLORACETYLCHLORID
1766,8,II,DICHLORPHENYLTRICHLORSILAN
1767,8,II,DIETHYLDICHLORSILAN
1768,8,II,"DIFLUORPHOSPHORSÄURE, WASSERFREI"
1769,8,II,DIPHENYLDICHLORSILAN
1770,8,II,DIPHENYLBROMMETHAN
1771,8,II,DODECYLTRICHLORSILAN
1773,8,III,"EISENCHLORID, WASSERFREI"
1774,8,II,"FEUERLÖSCHERLADUNGEN, ätzender flüssiger Stoff"
1775,8,II,FLUORBORSÄURE
1776,8,II,"FLUORPHOSPHORSÄURE, WASSERFREI"
1777,8,I,FLUORSULFONSÄURE
1778,8,II,FLUORKIESELSÄURE
1779,8,II,AMEISENSÄURE mit mehr als 85 Masse-% Säure
1780,8,II,FUMARYLCHLORID
1781,8,II,HEXADECYLTRICHLORSILAN
1782,8,II,HEXAFLUORPHOSPHORSÄURE
1783,8,II,"HEXAMETHYLENDIAMIN, LÖSUNG"
1783,8,III,"HEXAMETHYLENDIAMIN, LÖSUNG"
1784,8,II,HEXYLTRICHLORSILAN
1786,8,I,"FLUORWASSERSTOFFSÄURE UND SCHWEFELSÄURE, MISCHUNG"
1787,8,II,IODWASSERSTOFFSÄURE
1787,8,III,IODWASSERSTOFFSÄURE
1788,8,II,BROMWASSERSTOFFSÄURE
1788,8,III,BROMWASSERSTOFFSÄURE
1789,8,II,CHLORWASSERSTOFFSÄURE
1789,8,III,CHLORWASSERSTOFFSÄURE
1790,8,I,FLUORWASSERSTOFFSÄURE mit mehr als 85 % Fluorwasserstoff
1790,8,I,"FLUORWASSERSTOFFSÄURE mit mehr als 60 % Fluorwasserstoff, aber höchstens 85 % Fluorwasserstoff"
1790,8,II,FLUORWASSERSTOFFSÄURE mit höchstens 60 % Fluorwasserstoff
1791,8,II,HYPOCHLORITLÖSUNG
1791,8,III,HYPOCHLORITLÖSUNG
1792,8,II,"IODMONOCHLORID, FEST"
1793,8,III,ISOPROPYLPHOSPHAT
1794,8,II,BLEISULFAT mit mehr als 3 % freier Säure
1796,8,I,NITRIERSÄUREMISCHUNG mit mehr als 50 % Salpetersäure
1796,8,II,NITRIERSÄUREMISCHUNG mit höchstens 50 % Salpetersäure
1798,8,BEFÖRDERUNG VERBOTEN,GEMISCHE AUS SALPETERSÄURE UND SALZSÄURE
1799,8,II,NONYLTRICHLORSILAN
1800,8,II,OCTADECYLTRICHLORSILAN
1801,8,II,OCTYLTRICHLORSILAN
1802,8,II,PERCHLORSÄURE mit höchstens 50 Masse-% Säure
1803,8,II,"PHENOLSULFONSÄURE, FLÜSSIG"
1804,8,II,PHENYLTRICHLORSILAN
1805,8,III,"PHOSPHORSÄURE, LÖSUNG"
1806,8,II,PHOSPHORPENTACHLORID
1807,8,II,PHOSPHORPENTOXID
1808,8,II,PHOSPHORTRIBROMID
1809,6.1,I,PHOSPHORTRICHLORID
1810,6.1,I,PHOSPHOROXYCHLORID
1811,8,II,"KALIUMHYDROGENDIFLUORID, FEST"
1812,6.1,III,"KALIUMFLUORID, FEST"
1813,8,II,"KALIUMHYDROXID, FEST"
1814,8,II,KALIUMHYDROXIDLÖSUNG
1814,8,III,KALIUMHYDROXIDLÖSUNG
1815,3,II,PROPIONYLCHLORID
1816,8,II,PROPYLTRICHLORSILAN
1817,8,II,PYROSULFURYLCHLORID
